宇航和男嘉宾好般配，宇航妈妈这次棒棒哒,宇航,1
超喜欢雨航和她的麻麻，祝幸福哦,雨航,1
好喜欢雨航妈妈，以后看不到挺失落的,雨航,1
刘畅妈妈担心也是正常的 主要单亲妈妈很可能很黏儿子,刘畅,0
雨航妈妈真的很好啊 我也想做这样的母亲,雨航,1
我们山东人都是很善良的，刘畅她妈快再不要来了,刘畅,0
一号男嘉宾的妈妈真的美，比起那个宇航的大连装嫩的妈妈好多少倍,宇航,0
好舍不得宇航妈妈.希望宇航永远幸福,宇航,1
好舍不得宇航妈妈.希望宇航永远幸福,宇航,1
刘畅妈妈希望你能看见我的评论，先看看你自己的样子好吗？还振振有词感觉自己表达的多么高大上，你很有钱吗？温州人民欢迎你！！！,刘畅,0
"羽航和妈妈很可爱,祝福和男嘉宾",羽航,1
我喜欢的雨航幸福牵手了，很喜欢她的妈妈，背后一定有一个宠爱她的老公！但是那么美丽大方的双胞胎姐妹怎么消失得毫无预兆，去哪里了?,雨航,1
刘凯唱的英文歌叫什么吖？好听,刘凯,0
宇航那一对是最配的，最幸福的，两个人都那么爱笑不做作,宇航,1
刘畅她妈纯属找事，他身边净那样的人，他也好不到哪去,刘畅,-1
雨航妈妈真有眼光，喜欢雨航,雨航,1
雨航妈妈真有眼光，喜欢雨航,雨航,1
太喜欢宇航了，看起来让人很舒服，一定要幸福哦,宇航,1
我想念一帘幽梦了，宇航妈妈别走啊,宇航,0
我就喜欢金星主持的节目，太好看了,金星,1
刘凯唱的歌叫什么名字，有没有人知道的,刘凯,0
刘凯唱的歌叫什么名字，有没有人知道的,没有,0
雨航妈妈笑死我咯，真可爱,雨航,1
喜欢雨航她们，终于牵手成功了,雨航,1
像毛线，一点也不像吴亦凡好吗,吴亦凡,0
你们不要随意评论别人的父母，刘畅爸妈很好的，每个人有每个人的看法，人家并没有瞧不起单亲家庭,刘畅,1
雨航妈妈一出来就是一帘幽梦的歌，好有感觉,雨航,1
好喜欢雨航妈妈，也很羡慕，她妈妈一看就很幸福被全家人呵护着，我以后要是能遇到一个能把我当女儿宠的就好了,雨航,1
特别喜欢宇航，祝幸福,宇航,1
雨航妈妈走了好伤心,雨航,0
男嘉宾很优秀呀，我觉得刘畅妈妈不顾及别人感受，感觉男嘉宾眼里泛着泪光,刘畅,0
雨航妈妈真是太逗了，她女儿性格豪放像我们东北姑娘，特别喜欢,雨航,1
挺喜欢雨航的妈妈，是个会享受生活的人，脾气又好,雨航,1
大爱金星老师呀！真的很棒,金星,1
节目好配合，宇航妈妈说话背景音乐都不一样。哈哈,宇航,0
雨杭妈妈说话太逗了吧谁都可以帮花钱啊，真的不是像要相亲的，肯定是来作秀的,雨杭,1
看这个节目就是为了看雨航妈妈的，雨航妈妈都走了没什么好看的了！,雨航,1
看这个节目就是为了看雨航妈妈的，雨航妈妈都走了没什么好看的了！,雨航,1
刘畅真的想哭，怪不得单身那么多年，自己都快无语了,刘畅,1
w为什么每次宇航她妈妈说话都要放音乐,宇航,0
我和老公都喜欢宇航妈妈，么么,宇航,1
雨航妈说话真是让人起鸡皮疙瘩[左哼哼]快来哪位大神吧雨航牵走吧吧吧,雨航妈,0
雨航妈说话真是让人起鸡皮疙瘩[左哼哼]快来哪位大神吧雨航牵走吧吧吧,雨航,0
讨厌刘畅她妈，难怪你姑娘还单身,刘畅,-1
周杰伦还不是单亲。换了他你们敢说,周杰伦,0
刘畅她妈这期火了。女儿可以单着了,刘畅,1
不喜欢刘畅的妈妈，感觉有点过了,刘畅,-1
李雨航的妈妈太可爱，李雨航的妈妈心态好，祝李雨入航幸福快乐。,李雨航,1
李雨航的妈妈太可爱，李雨航的妈妈心态好，祝李雨入航幸福快乐。,李雨航,1
李雨航的妈妈太可爱，李雨航的妈妈心态好，祝李雨入航幸福快乐。,李雨入,1
雨航和赵跃有夫妻相！祝福他们幸福！,雨航,1
雨航和赵跃有夫妻相！祝福他们幸福！,赵跃有,1
单亲怎么了？单亲的孩子一样能和双亲的一样啊…普通人一想单亲的很正常啊！四号妈妈真的是不是正常人,单亲怎么了,0
超级喜欢宇航，和她妈妈，感觉她们真的好幸福,宇航,1
好喜欢雨航妈妈，怎么就走了呢,雨航,1
刘畅妈妈真是够了。人家单亲家庭是因为父亲早逝，不是父母感情破裂。聘婷好歹还会和妈妈据理力争，刘畅的不作为就是对妈妈行为的默许。,刘畅,-1
刘畅妈妈真是够了。人家单亲家庭是因为父亲早逝，不是父母感情破裂。聘婷好歹还会和妈妈据理力争，刘畅的不作为就是对妈妈行为的默许。,聘婷,0
特别讨厌刘畅妈妈 一点教养都没有,刘畅妈妈,-1
刘畅妈妈就是没有实质 俗话讲的大老娘们一个 扯老婆舌,刘畅,-1
好舍不得宇航妈妈，但是又觉得宇航跟男嘉宾好般配！矛盾死我了,宇航,1
雨航有个爱坑娃的妈，不过这集以后就看不到这风花雪月的妈妈了[抓狂],雨航,-1
刘畅的妈妈太没有礼貌素质了，说话刻薄。没必要一直戳别人的痛处,刘畅,-1
李雨航终于有人要了 不用看到她妈妈了,李雨航,0
那位吴亦凡简直撑起了从开播以来的颜值担当，还有李宇航好可爱啊，老笑,吴亦凡,1
那位吴亦凡简直撑起了从开播以来的颜值担当，还有李宇航好可爱啊，老笑,李宇航,1
宇航妈妈温柔，女儿大方，就该有好的缘分，祝福你们,宇航妈妈,1
刘畅妈妈说的很对，是有个别这样的单亲家庭但是不代表全部，因为她爱她女儿所以害怕这样。我理解刘畅妈妈,刘畅,1
刘苇艺的妈妈气质很好哦，而且一看就不是难相处的。,刘苇艺,1
单亲家庭怎么了，刘畅妈妈怎么能这样呢，怪不得最后都没有找到男朋友,刘畅,-1
刘畅家以后别来了，人家单亲家庭怎么啦！不一样过的很幸福吗？你父母歧视个啥,刘畅,-1
好喜欢宇航妈妈的纯美少女心，情商太高了。简直是美貌与智慧并存！,宇航,1
终于可以不再看到雨航妈妈了～,雨航,0
有些受不了宇航妈妈说话，我觉他挺可爱的，有些说学志玲说话，其实有些人的声线就是这样的。,宇航,1
有些受不了宇航妈妈说话，我觉他挺可爱的，有些说学志玲说话，其实有些人的声线就是这样的。,志玲,0
难道就我一个觉得雨涵有点像鬼鬼吴映洁吗[惊讶],雨涵,0
难道就我一个觉得雨涵有点像鬼鬼吴映洁吗[惊讶],鬼鬼,0
难道就我一个觉得雨涵有点像鬼鬼吴映洁吗[惊讶],吴映洁,0
刘畅她妈脑子有水，这要是娶回去，丈母娘就够喝一壶的了,刘畅,-1
刘畅妈妈真讨人厌，单亲家庭怎么了至于你这样攻击人家，个人跟鄙视这种行为,刘畅,-1
特觉得刘畅妈是什么东西，人家愿意是单亲啊，谁都不想自己的亲人离我们而去，拉出去喂狗得了，看你长那个样子谁要当你女婿绝对的事多，不省事的丈母娘！,刘畅,-1
李佳怡拗口令怕咯人快是头疼,李佳怡,-1
雨航和她妈妈在一起画风很搞笑，一动一静，很喜欢,雨航,1
赵跃不舍得给女朋友花钱，感觉挺扣的，配不上宇航,赵跃,-1
赵跃不舍得给女朋友花钱，感觉挺扣的，配不上宇航,宇航,0
金星实在忒差 哪两个反悔歧视单亲家庭的不给她们怼回去 这样的不正三观有什么可以客气的,金星,-1
宇航妈妈说话，弱智都听不懂,宇航妈妈,0
好喜欢雨航妈妈，祝福您和女儿永远幸福！,雨航,1
刘畅一家整天喝大酒，特像暴发户，整天大吃大喝，搞得别人不知道她家有钱似的,刘畅,-1
不喜欢雨航，她嘴是不是有毛病，喜欢雨航妈妈,雨航,-1
不喜欢雨航，她嘴是不是有毛病，喜欢雨航妈妈,雨航妈妈,1
宇航终于被牵手成功啦，总是大大咧咧的，总是笑的那么开心，祝福祝福,宇航,1
刘畅妈尖酸刻薄，单身家庭怎么了，像她这种思想的人 是没有资格评价任何的单身家庭,刘畅妈,-1
喜欢宇航他妈妈，太有意思了，选老婆也要看好丈母娘,宇航,1
对着自己喜欢的女孩说:以后就做我的包租婆吧！男人说这话我觉得真霸气！,包租婆,0
雨航祝福你、回去做包租婆，妈妈好可爱,雨航,1
雨航祝福你、回去做包租婆，妈妈好可爱,包租婆,0
好喜欢雨航妈妈，终于为女儿找到了如意郎君，男方父母很有眼光。,雨航,1
雨航妈妈太可爱了 终于给女儿找到老公了[愉快],雨航,1
永远不要选择刘畅，他们家根本不是人，不留余地给人走，也不留尊严给人，这种人就不会有幸福可言,刘畅,-1
刘畅的妈妈这个性格太真实了！不藏着。应该是一个不差事的人，可是这是一个公众性节目还是收一点点吧。,刘畅,1
雨航和赵跃牵手的视频看了好几遍，好喜欢，时间终会给你最好的！,雨航,1
雨航和赵跃牵手的视频看了好几遍，好喜欢，时间终会给你最好的！,赵跃,1
刘畅在这节目里是找不到对象了，好走不送！,刘畅,-1
太喜欢雨航了，最后终于找到幸福，配一脸,雨航,1
刘畅妈妈赶紧回家喝酒吧，别在中国式相亲，毁了这节目,刘畅,-1
刘畅每次坐的跟坐台小姐是的.，他妈妈直接说不给找单亲家庭就是了，后面还说那么多废话，伤害小伙子，我也是醉了,刘畅,-1
喜欢宇航，也很喜欢她妈妈，感觉他们一家人的性格都很好。,宇航,1
刘畅妈真是个难搞的角色，活该女儿嫁不掉。人家男嘉宾单亲又不是他的错！,刘畅妈,-1
我们家漂亮的雨航被一个那么帅的帅哥带走，满意了[撇嘴][撇嘴],雨航,1
雨航妈妈好可爱，好喜欢她，是个心中有爱的妈妈。,雨航,1
刘畅妈妈真没有素质。,刘畅,-1
单身家庭怎么了？谁让你家拍的，你不喜欢就别拍啊，金姐也说了人家家庭不是父母婚姻破例，而是父亲去死，刘畅家的能保证自己一天不会因为自己刻薄着报应,金姐,0
单身家庭怎么了？谁让你家拍的，你不喜欢就别拍啊，金姐也说了人家家庭不是父母婚姻破例，而是父亲去死，刘畅家的能保证自己一天不会因为自己刻薄着报应,刘畅,-1
刘畅妈妈说话太难听了，不顾别人的感受,刘畅,-1
祝刘畅永远做单身狗，因为你的母亲不配做人，,刘畅,-1
宇航妈妈很难得的前卫，雨航性格也好，总是笑嘻嘻的，宇航妈妈每次讲话都不想快进，太搞笑了~,宇航,1
宇航妈妈很难得的前卫，雨航性格也好，总是笑嘻嘻的，宇航妈妈每次讲话都不想快进，太搞笑了~,雨航,1
宇航妈妈很难得的前卫，雨航性格也好，总是笑嘻嘻的，宇航妈妈每次讲话都不想快进，太搞笑了~,宇航,1
太好了，宇航妈妈太可爱了！,宇航妈妈,1
刘畅妈妈身边都什么人呐？,刘畅,-1
雨航妈妈一说话就是那首歌[流汗],雨航,0
雨航终于成功牵手男嘉宾，太开心啦！,雨航,1
我最喜欢的宇航被牵走了，祝她幸福，她和男嘉宾很有夫妻相！,宇航,1
喜欢宇航和她妈妈，希望宇航幸福。,宇航,1
喜欢宇航和她妈妈，希望宇航幸福。,宇航,1
刘畅妈妈就是一个没素质的泼妇，看着就想扇她[发怒],刘畅,-1
刘畅真是该走，自己母亲那样重伤男嘉宾，她都只是看，哪怕是打断妈妈也是好的。,刘畅,-1
有没有感觉像苏有朋?,苏有朋,0
今天雨航妈妈终于开窍了，每个选择和讲的话都棒棒的，雨航你们很般配，祝幸福哟！,雨航,1
老是来回看雨航被牵走的那一段，真的好舍不得[流泪]要幸福,雨航,1
节目而已，何必在台上这么伤人，刘畅妈妈太强势了,刘畅妈妈,-1
刘伟艺的妈妈坐不住了！,刘伟艺,0
刘畅她妈身边都是些什么人啊，真是物以类聚！呵呵哒,刘畅,-1
[刘畅家庭]看见了对我男的要是有点智商的都不会选择刘畅，这样的妈这样的素质，跟这种家庭纠缠在一起以后有的事吃不完对我麻烦事等着。百分之百。,刘畅,-1
祝福雨航，还有她可爱的妈妈！,雨航,1
希望刘畅家庭下期不要来了，刘畅妈妈好没素质，好心疼男嘉宾，人家单亲怎么了？大不了你不选就是了！,刘畅,-1
希望刘畅家庭下期不要来了，刘畅妈妈好没素质，好心疼男嘉宾，人家单亲怎么了？大不了你不选就是了！,刘畅,-1
冲刘畅妈妈那个样子，所有的男嘉宾也不能找他家姑娘。这家丈母娘太不好惹。,刘畅,1
[祝福三号李雨航]3号雨航值得得到幸福的女孩子，祝福，雨航妈妈一定要把女儿的故事写给我们啊？哈哈,雨航,1
[祝福三号李雨航]3号雨航值得得到幸福的女孩子，祝福，雨航妈妈一定要把女儿的故事写给我们啊？哈哈,李雨航,1
刘畅他妈有病吧，刘畅他妈有病吧，刘畅他妈有病吧，,刘畅,-1
刘畅他妈有病吧，刘畅他妈有病吧，刘畅他妈有病吧，,刘畅,-1
刘畅他妈有病吧，刘畅他妈有病吧，刘畅他妈有病吧，,刘畅,-1
我都哭了，为什么排斥单亲家庭？单亲家庭的孩子很独立的，刘畅妈妈有点过分了，换位思考一下别人的感受好吗？如果介意为什么还要去伤害人家？干脆不选就好了，,刘畅,-1
刘畅家庭是双亲，但我真没觉得他们那里好[闭嘴]可见，一个人怎么样，和他是不是单亲还真没多大关系。,刘畅,-1
哪里像吴亦凡啊，嘴巴整的像张艺兴。不过妈妈好漂亮的。,吴亦凡,0
哪里像吴亦凡啊，嘴巴整的像张艺兴。不过妈妈好漂亮的。,张艺兴,0
我觉得那个刘畅妈妈好过分 又不是离婚 单亲家庭怎么了 我觉得男孩子挺好的 现在这个社会这样的歧视太不公平了,刘畅,-1
这刘畅上来时我还感觉不错，没想到她妈还这样，这不等着挨骂呢么……,刘畅,1
周杰伦也是单亲，他要娶您女儿，你会不答应吗？可笑,周杰伦,0
刚才发的几条本来是为刘畅妈妈辩解的，但是呵呵。看完后面说的话立马想打她，揍她一万遍。看那个拽的样子！超想打她！,刘畅,-1
四号妈妈太讨厌了  我不喜欢 刘畅还是挺不错的 开朗大方 她妈太直接了,刘畅,1
真是 看不下去了 刘畅她妈太不尊重人了,刘畅,-1
宇航妈妈真的萌啊，一说话就放一帘幽梦，这一对真的很配。,宇航妈妈,1
看完这期，讨厌刘畅她妈讨厌到炸，这么大年纪，不会尊重人吗？,刘畅,-1
雨航的妈是来给女儿搞乱的。刚开始不讨厌她，但时间久了每次这样就很烦,雨航,0
雨航很好！妈妈很可爱！祝幸福！,雨航,1
看不到宇航妈妈了，大爱宇航母女，祝你们幸福。刘畅妈妈说话太伤人了，一点都不考虑别人的感受，以后别来了。,宇航,0
看不到宇航妈妈了，大爱宇航母女，祝你们幸福。刘畅妈妈说话太伤人了，一点都不考虑别人的感受，以后别来了。,宇航,0
看不到宇航妈妈了，大爱宇航母女，祝你们幸福。刘畅妈妈说话太伤人了，一点都不考虑别人的感受，以后别来了。,刘畅,-1
刘畅妈比好多单亲妈妈差远了，你运气好老公还在而己。,刘畅,-1
赵跃有点像付辛博，有同感的吗？,赵跃,0
赵跃有点像付辛博，有同感的吗？,付辛博,0
那个刘畅的妈妈也配叫妈妈啊，太没素质了，难怪女儿嫁不出去，有这种母亲真是悲哀,刘畅,0
李雨航被她妈坑了这么久，终于能找到她自己那个了！不容易吖！李雨航妈妈好可爱[憨笑],李雨航,1
李雨航被她妈坑了这么久，终于能找到她自己那个了！不容易吖！李雨航妈妈好可爱[憨笑],李雨航,1
刘畅妈妈说话太吓人了，我们山东人不那样,刘畅,-1
也不能怪刘畅的妈妈，做父母的有这种顾虑很正常。,刘畅,0
讨厌死了那个刘畅妈妈，有什么了不起的？这么看不起单亲家庭，活该你姑娘嫁不出去，就在家一直看着你两口子活腻歪吧[左哼哼],刘畅,-1
非常喜欢雨航，找到属于自己的幸福了，开心[愉快],雨航,1
刘畅妈妈说话太难听了，什么单亲家庭怎么怎么的，说句难听的话，你们两夫妻以后谁先走一步的话，你女儿也是单亲家庭了。,刘畅,-1
很讨厌那个刘畅的妈妈！这是歧视！,刘畅,-1
刘畅有这样的妈 活该倒霉单身一辈子,刘畅,-1
一直都喜欢雨航祝她幸福！?,雨航,1
赵跃跟李雨航太配了，这就是缘分[鼓掌],赵跃,1
赵跃跟李雨航太配了，这就是缘分[鼓掌],李雨航,1
李宇航很有福气，看着就是那种素质很好的女孩，不抱怨，又孝顺，从容自如。,李宇航,1
觉的雨航妈妈，真实一个看点，雨航被领走，以后没的看咯~,雨航,0
觉的雨航妈妈，真实一个看点，雨航被领走，以后没的看咯~,雨航,0
二姨走了 宇航妈妈也走了 蓝瘦香菇,宇航,0
刘畅妈妈问。 女儿嫁了过年在那边过。 我想问你自己嫁给刘畅爸爸了你是在那边过年。 真搞笑,刘畅,0
刘畅妈妈问。 女儿嫁了过年在那边过。 我想问你自己嫁给刘畅爸爸了你是在那边过年。 真搞笑,刘畅,0
喜欢雨航和妈妈  和男嘉宾超般配,雨航,1
好喜欢雨航妈妈呀，一定要和雨航幸福的走下去。看好你们哦??,雨航,1
刘畅妈妈就是一个没素质的泼妇，这样的母亲，谁敢娶你女儿[发呆],刘畅,-1
好舍不得宇航和她的妈妈啊??,宇航,1
很喜欢雨航的妈妈，太可爱了，恭喜雨航找到了男票，好帅！很般配啊！可惜不得看雨航妈妈说话了！,雨航,1
讨厌刘畅，一家人没有个好人，,刘畅,-1
雨航和律师男很搭，特别是笑起来时[愉快],雨航,1
喜欢宇航他们  妈妈好可爱,宇航,1
希望节目组以后不要让刘畅妈妈上节目了，太没有素质了！单亲家庭怎么了？？,刘畅,-1
刘畅她妈。我可真是忍无可忍了 你敢保证你女儿以后不会离婚么  真是服了,刘畅,-1
每次都是冲着雨航的妈妈来的，很羡慕她嫁了一个好老公，把她保护的那么好[呲牙][呲牙],雨航,1
刘畅的妈妈太能嘚瑟了，看不习惯。,刘畅,-1
3号男嘉宾选李雨航是因为完全被妈妈吸引了，这样搞下别再有一天男朋友跟妈妈扯一块去了[呲牙][呲牙],李雨航,1
雨航妈妈好可爱啊，喜欢。,雨航,1
人总要死的，刘畅爸妈死其中一个，刘畅也就变成单亲家庭了，话说这么难听，等着以后打脸吧,刘畅,-1
想知道背景音乐是JJ的哪首歌,jj,0
[撇嘴]再也看不到宇航的妈妈了,宇航,0
越来越喜欢金星老师！人格魅力无限！,金星,1
金星老师节目太精彩了，一下子被我追完了[呲牙][呲牙],金星,1
看到雨航牵手成功，莫名的高兴??,雨航,1
刘畅就是来卖肉的，她妈也不是好东西，都是装13的,刘畅,-1
喜欢雨航和雨航妈妈，祝福雨航，和他很般配。,雨航妈妈,1
喜欢雨航和雨航妈妈，祝福雨航，和他很般配。,雨航,1
宇航被选走了还怎么看，喜欢宇航和她妈妈[流泪],宇航,1
宇航被选走了还怎么看，喜欢宇航和她妈妈[流泪],妈妈,1
刘畅妈妈就一酒鬼，还那么能装～～真令人作呕,刘畅,-1
刘畅妈妈光不喜欢单亲家庭，人家女儿喜欢，她事太多了，反正就是太可恶了。,刘畅,0
刘畅你该死了！你有考虑过别人的感受吗？！,刘畅,-1
我喜欢一号刘苇艺，人好看心又好，还有一个爱她得妈妈，他不选择对的，好喜欢，支持他！,刘苇艺,1
我好喜欢宇航妈妈，雨航别走！,宇航,1
我好喜欢宇航妈妈，雨航别走！,雨航,1
说一遍也就算了，还揪着说个没完了，单亲吃你家大米啦！男生挺有内涵，都没发火。。。一大波儿媳妇正在来的路上[呲牙],一遍,-1
喜欢雨航，一定要幸福哦！好极了，很般配,雨航,1
宇航妈妈圈了好多粉丝，从她来到《中国式相亲》那天起我就知道这个女人不简单了，果不其然啊！祝福她，祝福宇航！,宇航,1
[单亲问题]觉得4号妈妈有点过分了，虽然出发点是为了自己孩子着想，但拿着身边的例子一刀砍了所有单亲就不好了，有些事说一遍就够了，你可以表达出你不喜欢，没必要一直强调，如果能选择谁想单亲。,妈妈,-1
刘畅妈太没素质了，太过分了,刘畅妈,-1
单亲怎么了，小伙子优秀自立，妈妈豁达勇敢，只能说歧视单亲的没眼光，没福气，庸俗，永远是个单身狗！,单亲怎么了,0
刘畅妈妈长的真丑，内心更丑，又势力，超级讨厌她，歧视单亲家庭，希望节目组不要让她来了。雨航妈妈最有趣，最温柔，好舍不得雨航妈妈走呀！,刘畅,-1
刘畅妈妈长的真丑，内心更丑，又势力，超级讨厌她，歧视单亲家庭，希望节目组不要让她来了。雨航妈妈最有趣，最温柔，好舍不得雨航妈妈走呀！,雨航妈妈,1
妈的越看越来火，什么人啊，刘畅家庭不要开参加节目好吧，老妈说话怎么恶毒，谁敢做你姑爷也是吓人了，一直说单亲家庭各种不好，你家又多好啊，,刘畅,-1
2号妈妈也说了单亲家庭啊！为什么都骂刘畅妈妈？,刘畅,0
宇航妈妈别走[流泪]，你走了这节目都没看的了,宇航,1
宇航妈妈，这次挺给力啊。。找了个不错的，给女儿,宇航妈妈,1
郝娉婷 感觉上来你和浣碧好像??美美的,郝娉婷,1
郝娉婷 感觉上来你和浣碧好像??美美的,浣碧,1
感觉雨杭性格挺好的，妈妈也太可爱了。。,雨杭,1
宇航妈妈怎么那么好玩??,宇航妈妈,1
雨航的妈妈是来搞笑缓和气氛的！[呲牙],雨航,1
很喜欢你和雨航，也很喜欢雨航妈妈，么么哒。,雨航妈妈,1
很喜欢你和雨航，也很喜欢雨航妈妈，么么哒。,雨航,1
刘畅 快走 不想看到你 瞧不起别人 看哈自己是个什么东西,刘畅,-1
刘畅妈妈，真是不可理喻，单亲怎么了，说的好像跟什么似的，你还真是有教养。,刘畅,-1
专门为了刘畅的妈，注册了这个号，真它妈看不下去了，说一遍表达了你的意思就行了，说了3.4遍，脑子当摆设的吗，头脑简单四肢发达，真够了，老她妈伤害人家一个小男孩干嘛，那么大年龄了，有一点做长辈的样子没，当着那么多观众的面说话都毫不避讳，真是刺眼，希望不要再看到这样的家长出现在节目里！！！,刘畅,-1
看得不过引 觉得时间太短了 要是连续两天播就好 真心喜欢看（中国式相亲）金姐超级棒,金姐,1
[刘畅TM是吧]估计也是喝酒多了撒酒疯的 看人品得酒品了,刘畅,-1
赵越上来自曝有4套房子，爱炫富。还是低调点好。,赵越,-1
人小吴亦凡怎么了，单亲是人家想的吗？气死我了，姐收了你,吴亦凡,0
宇航终于牵走了，果然还是有人能欣赏宇航妈妈的[偷笑][偷笑]祝福,宇航,1
杜德伟的歌啊！我也超级喜欢啊。,杜德伟,1
流畅妈妈过分了，你可以不选择她，干嘛反反复复说，说一次就可以了，以后谁选择刘畅一家真倒霉，他妈妈很强势，,刘畅,-1
刘畅妈真烦人。,刘畅妈,-1
非常喜欢金星，真的很有妈妈的感觉，我很喜欢她的一切[呲牙],金星,1
